,post_time,title,content,label
3164,2021-08-13,Re: [情報] 陽明Q2 EPS 10.39,我終於等到了這天啦!!      paulnorton4     Paul1201     TOMMY75410     sbob      你們幾個都有借券賣我的陽明...      明天我要你們血債血償!!   ,跌
3165,2021-08-13,Re: [請益] 明天長榮開盤放空 尾盤回補 是不是穩了, 昨天說今天最好的放空策略   昨天講的第一階段已經實現了 開盤5-15分鐘單子最少 送頭追多的人最多  陽明131漲到137.5    現在是第二階段 開始下殺 會下殺到多低不知道 有時候大盤很差是全部股一起躺平  但是依照守則 現在不要追空 空了如果V起來 放空的成本會很差   接下來重點來了 就看第三階段9:30-10:00有沒有空點   只要等下一嘎到早上137.5附近 送頭水手的信心全部來了 那邊就是空點   大部分時候有個反彈點 放空成本不要太差 抓137.5停損根本沒多少   嘎過去就等第三波高點 一根急拉的空單停損 突破追價送頭水手搶著買 這時候稍微回檔 第三波高點之下 第二波高點之上 可以再空一次     事前預告 事後驗證 不管對或錯 都說在前面  -- ,跌
3166,2021-08-13,[請益] 台積電也有大戶能控盤吧,今天大家能很明顯看見  整個海運只有陽明在拉，  陽明成交量還是長榮的2.5倍，非常明顯在拉陽明   而開盤三十分鐘，陽明現在成交量兩百多億  兩百多億的陽明都可以控了  開盤三十分鐘只有五十億成交量的台積電  應該更好控吧，控台積就能控指數   如果主力開盤三十分鐘內都能拉得動成交量兩百億的陽明  只有四分之一成交金額的台積電應該也能影響  只是尾盤可能不能拉漲停隔日沖台積電  但是開盤三十分鐘內只有五十億應該可以影響台積電漲跌對吧  並且只要當天台積電成交金額量縮，更容易影響吧，更少錢就能拉或殺   不然怎麼解釋海運超高成交金額有主力能影響  但單獨台積電成交金額低的時候卻沒有辦法影響？  -- ,跌
3167,2021-08-13,[新聞] 本土法人看好萬海獲利逐季走升 目標價喊,原文標題：  本土法人看好萬海獲利逐季走升 目標價喊上413元                                       (請勿刪減原文標題) 原文連結：  https://money.udn.com/money/story/5607/5670898                                       (請善用縮網址工具) 發布時間：  2021-08-13 10:12 經濟日報 記者楊伶雯／即時報導                                       (請以原文網頁/報紙之發布時間為準)   原文內容：   貨櫃三雄上半年財報數字出爐，三家都賺超過1.5個股本，以陽明每股純益17.88元最高，其 次是萬海（2615）每股純益15.19元，本土法人最新報告看好萬海今年獲利將可逐季走升， 預估今年EPS達 37.59 元，維持買進，目標價413 元；萬海今（13）日股價開低震盪。  本土法人最新報告表示，萬海第2季每股純益8.56元，季增29%，推算6月單月每股純益3.36 元，創下歷史新高，7月獲利可再創高，8月及9月營收將比7月成長，續創新高，預估第3季 每股純益11元，季增28%。  法人認為，全球貨櫃船舶準班率創新低，塞港嚴重，將持續供不應求，由於全球港口投資不 足，塞港可能常態化，貨櫃航運長期利多，法人強調，從萬海7月營收創新高及SCFI運價走 勢推估，第3季獲利將創新高；萬海營運重心的亞洲線，第4季最旺，受惠於旺季，預估獲利 將優於第3季。  法人表示，萬海下半年獲利將優於上半年，明年獲利優於今年，2023年受惠於「二氧化碳減 排；塞港常態化」，預估今年EPS 37.59 元，給予11 倍P / E，目標價413 元，維持買進。  萬海今日以228元開出，下跌2元，一度翻紅至231.5元，但盤中仍再翻黑，跌幅1.3%；長榮 （2603）開高一度翻黑；陽明（2609）開低翻紅，盤中漲幅1.49%。   心得/評論：                             ※必需填寫滿20字  全球塞港問題不見起色 萬海營收續創新高本土法人也開出413的高目標價 萬海不虧是航運老大哥！   -- ,跌
3168,2021-08-13,[新聞] 到底是誰大賣元大金？ 業內人士直指：真,原文標題：到底是誰大賣元大金？ 業內人士直指：真正的兇手可能是「它」！ 原文連結：https://reurl.cc/EndVdA 發布時間：2021年8月12日 週四 下午5:36  原文內容：  到底是誰大賣元大金？ 業內人士直指：真正的兇手可能是「它」！  元大金昨日重挫引起市場熱議。（圖片來源／Wikimedia Commons）  金控公司獲利超級亮眼，國內15家上市櫃金控，累計前7月獲利近4000億元，已超越去年 全年所賺的3809億元，在昨(11)日大盤下殺中，金融股成為萬綠叢中一點紅的撐盤要角。  不過，萬紅之中也有一點綠，那就是元大金帶量重挫，昨日盤中一度下跌至23.8元，尾盤 回神收在24.25元，下跌1.35元、跌幅超過5%，成交量19.9萬張，成交量創下5年多來新高 ，今天股價則是小漲0.15元，股價收在24.4元。  網友熱議：「難道金融股後面有事？ 」  元大金前7月大賺200億元，EPS達1.84元，是近年來表現最好的一年。但是，盤後資料顯 示，券商進出中在元大證券就賣出了超過8萬張元大金，而三大法人中外資則買了21243張 元大金。這也引起網友熱議，不少網友問，「元大大賣元大金怎麼回事？ 」「難道金融 股後面有事？ 」也有網友認為，「是不是要彌補陽明虧損的？」更有網友戲稱是「阿明a 復仇」、「海運仔的逆襲」。  日前元大金旗下元大證券承銷陽明現增案，由於陽明股價重挫，承受不少損失，元大金也 在公告7月獲利時，特別註明包銷「陽明海運現增認購股票部位已全數出售」。市場推估 ，元大證券1-7月獲利超過150億元，若扣除7月13.07億元，前6個月每個月平均都賺23億 元，而7月掉到剩13億元，承銷陽明現增案約造成10億元虧損。  元大證今年賺翻，包銷陽明賠10億元影響不大  因此不少市場傳言，認為大賣元大金是為了彌補虧損。不過，實際上詢問投資業高層，大 多認為這個可能性相當低。因為隨著成交量放大，元大證獲利根本就賺翻了，包銷陽明賠 了10多億元，其實對整體獲利影響並不大。  一位高層則表示，券商收入有兩個來源，一是靠成交量的手續費收入，一是自營部盈虧。 台股近日成交均量已大降至3千多億，對比之前6千多億少了一半，元大經紀市占率第一， 成交量降溫勢必受影響。  而台股近日下跌近千點，自營部位大的券商難免受傷，且昨日元大金股價一舉跌破月、季 線重要支撐，都有可能是元大金遭獲利了結的原因。  當沖稅率減半措施會不會喊停？動見觀瞻  多位業內人士直指元大金遭大賣的真正原因，同時也對大盤影響甚鉅的關鍵，就是當沖稅 率減半措施，可能在今年年底到期後即將取消的傳言。  一位投資業高層表示，「稅」不是開玩笑的事，雖然只是把原本的減半措施喊停，但對市 場來說，實際上就是「加稅」的感受，只要談到稅的問題，自然引發以往幾次台股因為稅 的相關爭議而重挫的聯想。  以目前大盤當沖率動輒近50%，如果當沖稅率減半取消，當沖交易成本大幅增加，成交量 勢必大幅萎縮，市場信心也會動搖，近期不少股票都出現下殺走勢，不少主力退場觀望。 以元大金身為經紀業務市佔龍頭，成交量一萎縮，勢必首當其衝，自然成為獲利了結的目 標，這只是在提前反應。  那麼，到底是誰在賣出元大金？這大概就是一個謎了。是元大自己？或是在分點下單的機 構法人、甚至壽險公司出脫部位，都不無可能，也無從考究。但是這件事某種程度反映了 對未來股市的看法與臆測，當沖稅率減半措施會不會喊停？動見觀瞻。    心得/評論：  到底是誰在賣出元大金？  本篇記者：這大概就是一個謎了，我也不知道？      -- ,跌
3169,2021-08-13,[請益] 陽明怎麼了？,昨天陽明開出史詩級的Q2 EPS 10 所有人都說今天一定漲停 結果卻留這麼長的上影 是不是又套了一批新韭菜？  反而不少電子逆勢大漲 IC設計：聚積、金麗科 LED：富采、鼎元、榮創 電池：美琪瑪  電子並非景氣循環股 法人都已經展望到2030  陽明開出這麼亮眼的財報卻沒漲停 難道是因為景氣循環股的關係？  -- ,跌
3170,2021-08-13,Re: [請益] 明天長榮開盤放空 尾盤回補 是不是穩了,"今天行情走法全部預告在前 目前看全部成真  預告一天就是兩次比較安全的放空機會  放空成本不會太差 會發生在第二階段跟第三階段    第一階段  預言9:05~9:15之間會有水手入場追高紅  會被第一階段的隔日沖跟短單獲利了結賣壓壓回  但就算下殺也別追空 放空成本會太差  這部分成真 的確拉起來    第二階段  預言9:30~10:00  是每日下殺後最容易反彈時間點 是空點  以陽明來看137.5到達後果然下殺  這期間也果然又反彈到早高  留言說136.5空  137.5一過就停損     第三階段  預言如果第二階段衝破停損了  除了你停損大家都在停損 也就是俗稱的嘎空  那就還有一次當日的第二次放空機會   這時候除了嘎空回補的 水手也會全面樂觀追多  會衝出一根很明顯的急拉尖點天線  以陽明來看140那根 就是明顯不是緩漲 是""凸""型天線  回檔到138.5 買盤無力時 觀察線圖說可以預設那根""凸""是今日高點   並且可依照原本放空策略  第二波高點之上 第三波高點之下放空  以陽明來看是137.5~138.5 守140停損   所以如果完全照策略的話  136.5空 137.5回補 -1元 137.5空 現價135 +2.5元  手續費跟稅另計  但套牢賣壓很有機會越來越重  就跟之前說的 今天有量不跑的大戶 之後量縮怎麼跑?  剩餘的時間除了大戶要跑 剛剛追多套牢的當沖散戶  也會一個一個停損到時就是多殺多    然後剛剛有人站內信我說謝謝我  今天靠我策略賺錢了  也問我我原文沒特別提的盤前就有大利空  這種狀況怎麼操作 我把回信也貼過來  平常有在當沖的應該就看得懂  連當沖跟波段都分不清楚的 可能還是不懂吧!   站內信跟回信如下:   開盤大利空有很多種狀況 美股大跌的話急殺殺到甚至滑價 要做多 一過低點就停損  但是有時候利空太大 一做多會跌更快 停損不及 不像今天這種還能挑時間停損  利空太大以為抄底了 會直接灌滑價 超出預期停損價 這種超危險 很容易呆住 所以其實沒那麼好做  但有另外一種狀況是 相對容易的是 開盤有利空 跌很多 但是拉起來 拉到開盤高 或是平盤時 可以空  -----   A  V V\  以平盤來說圖示的話大概長這樣  停損也是一樣 嘎過平盤就停損第一次 嘎過之後，例如急拉嘎過平盤紅了， 但紅了以後又下去到平盤 這時可以再空一次 停損就抓急拉的高點  一樣是兩次機會做    -- ",跌
3171,2021-08-13,[新聞] 鴻海法說報喜，多家外資喊買，調高目標,新聞內容：  【財訊快報／記者劉居全報導】鴻海(2317)上半年獲利三率三升，淨利創下歷年同期新高； 上半年毛利率是過去四年同期新高，鴻海法說會後多家外資在最新出爐的報告中力挺，其中 亞系外資重申「買進」評等，目標價由156元調高至162元；另一家亞系外資重申「買進」評 等，目標價維持上看160元；日系外資重申「買進」評等，目標價維持上看135元；美系外資 重申「加碼」評等，目標價維持上看168元。 外資多看好鴻海跨足電動車領域，加上毛利率 提升目標不變，以及看好鴻海董事長劉揚偉喊出獲利最大化的目標，因此多維持原先力挺的 看法。   心得：這次看起來不像出貨文欸，如果要出貨今天應該要來根大綠棒伺候，像之前長榮陽明 那樣直接殺爆，反而海公公今天穩穩的，是否要來加碼一波了呢？      新聞連結：https://tw.stock.yahoo.com/news/%E9%B4%BB%E6%B5%B7%E6%B3%95%E8%AA%AA%E 5%BE%8C-%E5%A4%9A%E5%AE%B6%E5%A4%96%E8%B3%87%E7%B6%AD%E6%8C%81%E5%8A%9B%E6%8C%BA %E5%96%8A%E8%B2%B7-%E4%BA%9E%E7%B3%BB%E5%A4%96%E8%B3%87%E8%AA%BF%E9%AB%98%E7%9B% AE%E6%A8%99%E5%83%B9%E8%87%B3162%E5%85%83-031405498.html   -- ,跌
3172,2021-08-13,[標的] 陽明出關多,已經收復5日10日月線  今天再上去有機會一次收復全部線  而且底部感覺成形了  小買3張   https://i.imgur.com/qlYDGot.jpg  轉空破線再考慮出場 ,跌
3173,2021-08-13,[新聞] 謝金河：一覺醒來「全球航運股大漲」貨櫃,謝金河：一覺醒來「全球航運股大漲」　貨櫃三雄史上最好  https://finance.ettoday.net/news/2054847  記者廖婕妤／綜合報導  貨櫃三雄熱潮不減，全球航運股話題仍持續發燒，人人搶當航海王，財信傳媒董事長謝金 河在臉書上表示，今日一覺醒來，全球貨櫃航運股大漲，馬士基、赫伯羅特都來到歷史新 高價，而貨櫃三雄半年淨利也交出史上最好成績單。  謝金河提到，這一陣子，航運股殺聲震天，貨櫃航運三雄在當沖、短線資金退潮下，股價 幾乎腰斬。就在投資人慌亂手腳之際，外資的美銀又來砍一刀，將長榮海運調降「劣於大 盤」，目標價是89元。  謝金河說，這個在關鍵時刻，突然跑出來潑冷水的舉動，很像先前的聯博集團旗下 Bernstein，在聯電往60元的方向跑的時候，突然發報告，要大家趕快跑，明年淨利衰退 78％，目標價40元。結果，報告出來，聯電股價又上一層樓。  謝金河透露，同樣的長榮海運評價，本土法人估372元，富邦投顧估189元，滙豐估165元 ，花旗環球估120元，美銀估89元，這個估值南轅北轍，完全各說各話，而這也可以看出 市場對航運產業的未來有完全不一樣的看法。台灣的貨櫃運輸三雄從高峰拉回，幾乎是腰 斬，市值縮水大半，很多當沖客甚至出現違約交割，這是炒作太激烈産生的後座力。  謝金河認為，牽動股價最核心的仍是基本面，今天清晨起來，發現全球貨櫃航運股全面大 漲，馬士基到了19050丹麥幣，是歷史新高；德國的赫伯羅特漲到226.8歐元，也是歷史上 最高價，市值約1.58兆台幣。赫伯羅特未來2年船舶噸位會被長榮追上，而長榮海運市值 約7179億台幣，相去甚遠。  除了馬士基、赫伯羅特，日本ONE集團的三大航商股價都飆升，商船三井從1487日圓到 7510日圓，日本郵船從1091日圓漲到8280日圓，川崎汽船也是從714日圓漲到4810日圓。 這次大漲23倍的南韓現代商船從51100韓元拉回36550韓元，約回了28.47%，也沒有台灣貨 櫃三雄那麼慘。  謝金河指出，台灣貨櫃三雄已交出半年報，三家公司半年淨利1709億元，第一季752.92億 元，第二季956.27億元，這是史上最好的成績單，陽明上半年EPS 17.88元，萬海航運、 長榮海運也都超過15元，這個時候，市場如何評價？看看誰能洞悉今年第4季及明年的景 氣！    心得： 謝金河認為，牽動股價最核心的仍是基本面，今天清晨起來，發現全球貨櫃航運股全面大 漲，馬士基到了19050丹麥幣，是歷史新高；德國的赫伯羅特漲到226.8歐元，也是歷史上 最高價，市值約1.58兆台幣。  -- ,跌
3174,2021-08-13,[心得] 隔日沖或成最大贏家,餓死抬頭  大家都有目共睹 昨天航運三雄的買超券商 就是隔日沖鑽石打線 今天果不其然劇情就是開高出貨 散戶本來不是都已經有警覺心了嗎？ 還是是被陽明EPS搞到？  總之， 隔日沖或成最大贏家 昨日買超 今日賣超  -- ,跌
3175,2021-08-13,[請益] 資50 券100 那誰要券空,"問題  今天盤中的時候大家討論陽明討論的非常熱烈  有幾件事我不太了解 想請教大家的意見 感謝  1. 盤中 大概是 137 138 的時候 很多人推文表示 他的券商沒券了     但就結果而言 陽明還是被殺了下去 這代表很多人其實是用現股空嗎  2. 我看了一下我自己的交易軟體 對於陽明的描述是     ""平盤下可券 可當沖, 資50% 券100%""     陽明已經離開處置了 理論上應該是資券都是50%(或者60%)     這是券商自己的限制嗎 或者有什麼網站是可以很便利的查詢這類資訊的     又 如果券100% (意思是你用券賣空的成本和用現股空是一樣的)     那我幹嘛不用現股空就好 用券空有任何優點嗎?   -- ",跌
3176,2021-08-13,[新聞] 陽明多筆「104」張大單敲出 大戶打暗號,原文標題：陽明多筆「104」張大單敲出 大戶打暗號訴心聲                                       (請勿刪減原文標題)   原文連結：https://bit.ly/3iGHXhW                                       (請善用縮網址工具) 發布時間：2021/08/13 12:29                                       (請以原文網頁/報紙之發布時間為準)   原文內容：  陽明（2609）第2季獲利飆出逾1個股本，上半年每股獲利17.88元，居三雄之冠，更創史 上最高，不過，今日開低震盪走高，盤中一度攻上140元高點，但續航力不強，11點半左 右，超過11筆「104」大單敲出，將股價一度打到一度觸及平盤。市場人士指出，陽明股 價並未受到獲利創新高的激勵，讓大戶不爽，以多筆「104」張賣出，而「104」以E04 中 文輸入法，就是大戶的心聲了。  陽明第2季稅後盈餘逾345億元，每股獲利逾10元，詳細數字可望在今日下午公布。而陽明 上半年營收1355.53億元，稅後盈餘590.52億元，每股獲利17.88元，高過萬海（2615）的 15.19元、長榮（2603）的15.03元。  https://upload.cc/i1/2021/08/13/CkLocr.jpg  心得/評論：                             ※必需填寫滿20字  陽明主力又調皮啦 自上次的487後 這次的暗號是104 代表的是什麼意思呢???    -- ,跌
3177,2021-08-13,[請益] 今天還有人抄底航運嗎？,昨天陽明超大利多  還有國外航運創高也來當利多 但台灣漲幅還是第一  昨天籌碼都是隔日沖  今天沒開高 以為散戶終於可以教訓隔日沖  盤中拉高 還是有人受不了撈底？   -- ,跌
3178,2021-08-13,[心得] 連eps10都救不了航運了嗎？,真的利多出盡了  航運三雄不能玩了  連這種超級利多都帶不動航運  甚至連陽明都紅不了  已經面板化無誤了  反倒是面板，有種跌無可跌的跡象  韭菜如你們，都知道該怎麼做了吧？     -- ,跌
3179,2021-08-13,[請益] 水手們一直裝睡叫不醒 怎麼辦?,景氣循環股的歷史就是不停重演 何況這個景氣循環還是用疫情跟史無前例的貨幣寬鬆給吹捧出來的  初跌段 跟 初升段 一樣 看eps是永遠看不出端倪的 股價漲(跌)的初期 是看不見任何利多(空)的  當初陽明 長榮從去年八月初升段 股價10--> 20 時 你只覺得 一間虧錢虧十年的公司憑甚麼漲這麼多 妖股 肯定是炒作  現在初跌段剛結束 進入中期整理 你也覺得 一間一季賺10元 全年賺35up 本益比不到4的公司 憑甚麼股價只有130 肯定是元大害籌碼亂掉  陽長萬 目前已經區間近一個月 該放的煙火也放完了  該塞港的 該營收創高的 該爆賺的也都賺完了 股價居然爬不上整理區間的上緣 任何有一點危機意識的人都知道這完全不對勁吧  難道水手們不覺得 船 真的怪怪的... 明明艷陽高照 風平浪靜 但船身卻搖搖晃晃?  水手們笑老手線仙 只會看圖說故事啦  只要買買買 就是困霸數錢無腦賺  下周開始 月線扣抵高值下彎幅度增加 一旦跌破本月區間 然後你很有可能在下周就開始慢慢聽到一些航運利空了 就說妳各位真的不怕主跌段正式啟動?  -- ,跌
3180,2021-08-13,[閒聊] 2021/08/13 盤後閒聊,"台　股　16982.11　▼237.83 (-1.38%)　3788.96億 台指08　16394   　▼224    (-1.31%)  148,896口 櫃買指　  207.20　▼  4.82 (-2.27%)　 747.40億  上市  漲停家數(+10%)  3 (中華化、友佳-DR、宏旭-KY) 跌停家數(-10%)  6  上櫃  漲停家數(+10%)  5 跌停家數(-10%)  3  成交量排行：陽明、開發金、聯電、長榮、群創 成交值排行：陽明、長榮、萬海、聯電、台積電  資料來源：TWSE 臺灣證券交易所、臺灣期貨交易所、奇摩股市    有苦卻說不出口……  ",跌
3181,2021-08-13,Re: [請益] 怎一堆文都在幹航運啊, 就真的航運把大盤拉下去啊= = 長榮 -4.74% 陽明 -0.37% 萬海 -6.52% 台驊 -4.89%  看看台股四本柱兼電子指標 台積   -0.85% 鴻海   +0.00% 大立光 +0.94% 發哥   +0.66%  航運這些景氣循環股 炒作完畢，人去樓空 下跌時還拖累台股  反而電子一直在穩住台股 因為電子不是景氣循環 國際上很倚賴台灣電子業 電子展望已經看到2030  最近幾天大盤不穩 反而看出很多電子股都有買盤在偷吃籌碼  -- ,跌
3182,2021-08-13,[請益] 處置制度是不是有效保護海運韭菜？,每當有熱門股被處置時就有人挖挖叫的抱怨處置制度，但就結果來看，處置制度是不是成 功保護了不少韭菜？  在130至230這段，因為處置制度 陽明少了很多追高韭菜 長榮少了追高以及抄底的韭菜  https://i.imgur.com/vD32Om9.jpg https://i.imgur.com/D7SypUA.jpg  -- ,跌
3183,2021-08-13,[請益] 長榮陽明量太大 沒人要拉,今天的盤很簡單啊 航運三雄 量太大沒人要拉 大家倒貨結案了啊 長榮還是快點回去美銀說的89吧 不要再掙扎了啦 一堆想撿鑽石的水手100%現金滿滿 是這樣吧 請益一下  -- ,跌
3184,2021-08-13,[新聞] 中國鹽田港 舟山港陸續關閉 彭博航運噩,"原文標題： 中國鹽田港、舟山港陸續關閉，彭博：航運噩夢恐再度重演  原文連結： https://reurl.cc/AkZzgZ  發布時間： August 13, 2021 9A.M.   原文內容：  https://i.imgur.com/ScMYbMX.jpg  去年 Covid-19 疫情爆發，全球最繁忙的貨櫃港部分關閉，導致一連串塞港、運送時間拉 長、運費飆漲，而現在又遇到 Delta 病毒肆虐，中國鹽田港、舟山港被迫關閉，彭博社 認為，去年的航運噩夢似乎將再度重演。  洛杉磯港發言人指出，自中國深圳鹽田港 6 月疫情復燃後，運送量已經下滑，現在全球 貨櫃吞吐量第 3 大的中國寧波舟山港又因疫情關閉，運輸量恐怕又會再度下降。  供應鏈管理公司 Mercury Resources 執行長 Anton Posner 表示，許多租船的公司為了 保險，已於合約加入 Covid 條款，以免因為船隻擱淺付錢。  Ifchor North America LLC 合夥人 Emmanouil Xidias 坦言，事情好不容易告一段落， 如今又被 Delta變種病毒耽擱，將會遭受第二次打擊。  中國寧波舟山港關閉，引起人民擔憂，全球港口很快將面臨跟去年一樣的狀況和船隻限制 ，從食品到電子產品的所有流通都將趨緩。  根據彭博社報導，受到 Delta 疫情升溫，作為全球散裝航運價格基準的「The Baltic Dr y Index」指數，從一個月前已上漲逾 10%，雖然還沒對美國港口產生重大影響，但中國 閉港恐怕將影響那些依賴中國貨櫃出口的公司。   心得/評論：  即便有預期外大利多，像上周長榮月增20%、昨天陽明eps10，但當市場對利多麻痺、沒人 願意拉高時，曲終人散。  買進的理由沒消失？  只能說，異常年的eps，真的不該成為追高者凹單的理由。     -- ",跌
3185,2021-08-13,Re: [請益] 怎一堆文都在幹航運啊, 太嘲諷我們水手了  海運三雄盤中至少都有紅一下  尤其陽明 盤中都是紅的 只是尾盤被殺下去 https://i.imgur.com/ySMcZd2.jpg  你看看電子股 之前大喊好的華崩電 https://i.imgur.com/LMhsUse.jpg   我還以為是股災來了  咦 還是已經開始了？   看看今天各族群 https://i.imgur.com/vt5E2aE.jpg https://i.imgur.com/uvB7fLb.jpg   只有生技跟水泥 造紙族群平均是收紅的  生計我就不提了 跟盤勢不太有連動  最後還是靠傳產補點血   要不是整個熱錢轉移美國 亞洲今天都個股市超差   明顯海運三雄是被整個亞洲股市拖累   https://i.imgur.com/QPfgyOS.jpg    之前就跟大家說個了 被嚴重低估的海運三雄   如果營收獲利好 都拉不起來   台股就整個走空了   是不是慢慢印證了！   本益比3倍4倍的海運都沒人買 還一堆人急著賣   會有人想去拉本益比30 40倍的電子股嗎？   別再陷入景氣循環股的迷思了！   那一檔不是景氣循環股 你把個股或大盤拉10年  20年看  那一檔股票每年eps不是再循環？  那一檔股市股價沒有循環過？    附上我昨天買長榮128 一起隔日沖賣掉 長榮的紀錄  https://i.imgur.com/Tvsdx4w.jpg  https://i.imgur.com/ARhffel.jpg   哼哼   繼續小額當沖 小賭怡情  -- ,跌
3186,2021-08-13,[情報] 台驊投控 2636 Q2 EPS:13.46,Q2 EPS:13.46  YOY +821.99% H1 EPS: 16.62   單季13.46 比陽明還猛的數字出現了  明天電梯向？  今年到目前EPS 16.62....  -- ,跌
3187,2021-08-13,Re: [請益] 長榮陽明量太大 沒人要拉,就算200買  股息第一年15  第二年10 之後都5好了  三十五年就還本了，之後賺的都多的  股價大戶決定沒錯  但股息是公司決定  真的要怕的不是股價跌  而是公司營運不好股息少  大戶就像房屋仲介一直拉高賣  被套自住有差嗎  不想住收租也有薪水  比買到爛公司股票沒股息還高股價  才是真的被套   -- ,跌
3188,2021-08-13,Re: [請益] 想嘎嘉偉是不是沒那麼容易？, 嘉~老蘇昨天空單回補  今天節目公佈他的新空單                      8/13空點    8/13收  2303 聯電     59.5          57.6 3707 漢磊     95.9          90.3 6182 合晶     63.5          59.8 3037 欣興   139            135 8215 明基材 36.9          35.5 4739 康普   109.5         106 6509 聚和     58             54 8261 富鼎    104.5          98.3 2609 陽明    138           133  Ps : 今天老蘇節目說他空了這九檔， 幫大家整理出來，目前空單就這九檔， 就看主力要不要嘎了。  https://i.imgur.com/T4mKXcK.jpg  https://i.imgur.com/lTMPmke.jpg  https://i.imgur.com/zYdaj0q.jpg        -- ,跌
3189,2021-08-13,Re: [情報] 陽明Q2 EPS 10.39, 其實買賣股票嗎  輸多贏少，大家都知道的  當看到手中損益-30%以上的時候  韭已經無感了  也許這一代沒辦法叫他血債血還  而且跟你借又不是不還  還有給妳利息捏  怨氣不要這麼重  我已經蓋牌了  下一代 台股2萬的時候  我小孩會感謝我有買到200的航運  說不定到時候航運  光散裝航就200+了  ,跌
3190,2021-08-13,[新聞] 航海王全面收黑 皇翔認賠殺出 漢來套牢中,"原文標題：航海王全面收黑》皇翔等不到反彈認賠殺出 吉祥全、漢來美食持續套牢中 原文連結：https://www.cmmedia.com.tw/home/articles/29265 發布時間：鄭國強2021-08-13 17:16 原文內容： 台股13日在晶圓雙雄、航運雙雄重挫之下，終場下跌237點（1.38％），跌破1萬7千點大 關，收在16982.11點，令許多投資人反應不及的是，萬海、長榮一度在平盤以上，但過下 午1點鐘後賣盤大量湧出，盤終萬海大跌6.52％、收在215元，長榮重挫4.74％、收在 130.5元，陽明僅下跌0.37％、收在133元。  台股昨日（12日）跌幅收斂，外資、投信都進場買超，尤其航運三雄大漲3.79％到6％， 表現強勢，因此今日航運股令人寄予厚望，多方也努力把長榮守在136元以上，陽明則大 多維持在平盤以上，沒想到11點多後萬海率先殺盤，到午盤過後多方全面棄守，長榮反攻 季線不成還重挫4.74％，收在130.5元，萬海更跌破季線，收在215元，陽明小跌0.5元， 收在133元。  皇翔7月進場遭套牢，如今先認賠賣一批航運股  對於皇翔（2545）來說，到底是專業的建商還是水手，現在還很難說，因為今日航運股的 走勢起伏難測，巧的是，昨天皇翔才公告處分掉一批航運三雄持股，合計認賠8701萬元， 但如果不處分掉，今天可能賠的更慘，關鍵是，下個禮拜是否有機會賣在高一點的價位。  根據上市建設公司皇翔在12日的公告，以每股137.81元出售2250張長榮海運、還以平均 162.85元在7月6日到8月12日間出售了2610張陽明海運的股票，再以每股222.95元賣掉 1350張的萬海，分別損失4667萬元、1413萬元、2619萬元，合計共認列損失8701萬元。  皇翔已認賠8千多萬元，但帳上仍持有1810張的長榮、931張的陽明、1430張的萬海，如果 今天（13日）沒有賣股，那麼根據申報的數字，帳上未實現的虧損應有好幾千萬元。  吉祥全積極來回操作，萬海買在245元被套牢  《光電股》吉祥全則在月初公告處分一批均價245元買進（約7/13到28日買進）的萬海， 認列獲利726萬元，但手上仍有1099張的萬海，以13日收盤價215元來算，可能反過來要認 賠3千多萬元。  在買進長榮的部分，吉祥全替子公司浩瀚數位公告，一批今年1月28日到7月15日內買進的 長榮海，約2256張，平均成本81.53元，帳上應該認列獲利，浩瀚數位也曾在7月15日以 173元買進1238張的陽明海運，目前帳上虧損接近5千萬元，兩筆相抵，還有上千萬元的處 分利益。  但母公司吉祥全本身就不一定了，7月中至少以170元買進1,098張的陽明海運，目前沒有 看到處分的公告，因此若照今日收盤價133元來計算，帳上未實現的虧損約4千萬元。另外 帳上還有599張的長榮海運，持股成本約66.78元，帳上獲利3千8百多萬元，兩筆相抵，帳 上可能獲利2、300萬元以內。  漢來營運受疫情波及，買6百張長榮也被套  可能因為受到疫情衝擊而設法獲取業外收益，加上6月航海王股票整個飆漲，飯店股漢來 美食（1268）曾公告6月25日到7月15日以155元到174.5元之間，總計約9千多萬元買進600 張的長榮海運，至今未公告處分，若以最保守都買在155元來算，在今天的收盤價130.5元 之下，未實現損失也達1千4百多萬元。  其餘7月買進、抄抵航海王的幾家上市櫃公司重鵬，帳上還有1千多張的四維航、8百多張 的陽明海運，威剛的子公司也有百張、千張的四維航、陽明、萬海；富旺、悅城也持有不 少航海王，都尚未公告處分股票。  但可想像其投資損益的數字，也會像海上的貨櫃航運船一樣，起起伏伏，時好時壞，面對 整個大盤越來越有回檔之勢，最後能否替公司產生業外收益，還是業外虧損，就看財務長 的功力了。  心得/評論: 現在才知道原來不只大哥漢來、二哥皇翔、三弟富旺搶當航海王 被套牢的公司原來還有好幾家~~~~  -- ",跌
