,post_time,title,content,label
4116,2021-07-28,[請益] 萬海主力是不是很過分?,萬海主力是不是很故意一直撐盤亂拉 昨天搶陽明長榮的看到就不停損，結果一路大跌 萬海主力不知道這樣要害死多少人嗎?  -- ,跌
4117,2021-07-28,[心得] 今天我們都是一家人,說實話，我大概是這波最後一批上的水手  自此上船後，就一路南下  除了外資倒垃圾外，還要面對空襲  更沮喪的是還有航酸給的心裡壓力   昨天長榮，陽明向點名般的相繼被擊沉  萬海受重傷  散裝航運的小船們四處虧逃....  就當我怨恨上天不公時  今天我才發現，原來大家都是一家人  有家人的感覺的真好。  ,跌
4118,2021-07-28,[請益] 今早有多少水手砍在阿呆谷？,------------------------------------------------------------------------- 發文前請先詳閱[請益]分類發文規範，未依規範發文將受處份。 根據板規1-4-2.請益可提及標的，但是只要屬以下如：   1.問漲跌，或持股分析。  2.預測個股或產業未來性。  3.或有推薦意圖。 請使用 [標的] 分類並依正確格式發文，違者1-4-2砍文處分。 ------------------------ 以上注意事項得刪除 違者4-1 ---------------------  長榮翻紅  萬海撐盤  陽明急起直追  各位船票沒被騙有握好吧？  -- ,跌
4119,2021-07-28,Re: [情報] 漢來美食取得長榮普通股股票之公告,"   可以問一下, 像漢來美食這樣投資了二十幾趴, 買在155  ,這幾天也沒看它有公告出清  這是不是表示會噴?  -- ",跌
4120,2021-07-28,[新聞] 海運股融資斷頭多殺多 有望醞釀短彈行情,海運股融資斷頭多殺多 有望醞釀短彈行情  https://news.cnyes.com/news/id/4688719  鉅亨網記者王莞甯 台北2021/07/28 11:50  貨櫃三雄長榮 (2603-TW)、陽明 (2609-TW) 和萬海 (2615-TW) 7 月以來股價均暴跌超過  30% ，引發融資追繳令，今 (28) 日再度陷入大幅震盪，盤中短線跌幅擴大後買盤進場 伺機搶短，法人分析，航運股近來持續處在多殺多恐慌賣壓，中小散戶籌碼凌亂，目前海 運基本面仍看佳，待融資瘦身後有望醞釀一波短彈。  截至昨日，長榮融資張數仍多達 27.2 萬張，融資使用率 20%，陽明融資張數也達 18.9 萬張，融資使用率 27%，處在 7 月中旬以來相對高點，而萬海融資使用率不到 10%，股 價表現相對穩健，預料經過今日又一波殺盤，融資將再繼續瘦身。  事實上，海運處在第三季傳統旺季中，基本面無虞，本土法人最新出具報告指出，依據三 大海運研調機構 Alphaliner、Drewry 和 Clarksons 預估，明年全球貨櫃航運需求成長 率超過供給成長率，分別為 0.8、2.4、1.0 個百分點，供不應求的市況將較今年更嚴重 。  本土法人認為，依陽明法說釋出訊息來看，陽明運能將於下半年增長 7.1%，明年續增  7.7%，隨著運力續增，在整體市場缺船的市況下，陽明明年獲利仍有望優於今年，僅是 成長幅度能多高的問題而已。   心得: 法人分析，航運股近來持續處在多殺多恐慌賣壓，中小散戶籌碼凌亂，目前海 運基本面仍看佳，待融資瘦身後有望醞釀一波短彈  -- ,跌
4121,2021-07-28,[心得] 航運KD皆已低檔鈍化，為轉多訊號,如題，目前有4張長榮套在212.5  以基本面來看: 基本面從來都沒有變過，整年EPS破35是預期的事  以技術面來看: KD的K值已連續2天在15以下，開始低檔鈍化，準備向上交叉  以籌碼面來看: 外資/投信都賣的差不多了，加上追高散戶也快被洗完了  所以目前是重新建倉的好位階   今天很明顯的賣壓再怎麼摜壓，股價都已跌不下去  套用我的啟蒙老師Jesse Livermore的話:  真正有價值的股票，即便有人刻意的去摜壓股價，也無法讓股價觸底，通常會立即彈升  今天很明顯的，長榮賣壓再怎麼大，股價都已跌不下去，且馬上拉回平盤以上  完全印證我老師的話  附上人權: https://imgur.com/NWslDZD   停利: 250 停損: 82    -- ,跌
4122,2021-07-28,[心得] 航運基本面太好 會複製國巨越跌融資越多,航運這波下跌 會比當年國巨死更多人在上面 因為航運現在基本面非常好 所以融資更敢進去  但是航運就算賺一兩年 後年產業一樣會打回原形  所以有反彈就會套更多水手的融資 盤中只要看到先殺 再V 再A的盤一定融資大增  而且水手的融資都是套在V起來的那段 惡性循環還會繼續跌 現在還是山腰  陽明今天收黑 會進處置20分盤 到時候繼續10% 20%的跌才是水手的真正地獄  這幾個禮拜 非常可能只是前菜  明天進20分鐘處置之後 跟長榮一樣跌法才是正餐   -- ,跌
4123,2021-07-28,Re: [標的] 長榮 大谷翔平低潮空 炸裂多, 今天小v難道是因為36轟嗎？ 人年輕的時候很鐵齒 老了什麼都信的 https://i.imgur.com/la7eQqw.jpg  -- 99抬去割 ,跌
4124,2021-07-28,[心得] 認真分析航運買賣盤,從最核心的買賣盤看航運走勢  因為低成本水手60~100實在還不少人  加上融資與買在高點還在凹的人也還不少，  這些人會不會想賣變成賣壓？讓萬海主力拉不動整個航運？  看這一兩天盤勢就知道了，他們還是賣壓的來源  因為萬海想拉，拉不動其他人的狀況很明顯，賣盤還是大於買盤  不然今天應該整個航運要拉起來收紅   所以還是要繼續觀察  等到這群想賣的低成本水手、現貨跟融資還在凹的人變得更少  不會繼續變成賣壓的時候，主力拉萬海、長榮陽明才容易一起跟上   但目前還看不到賣盤壓力變小的狀況  不然大家一起叫凹單的千萬不要停損  低成本水手現在也不要賣掉了  讓抄底的人賺錢，還有萬海主力覺得變好拉了  這樣賣壓可能真的會不見，才會往宏遠的目標價前進  --  我也是覺得喊了沒用，會一直跌到賣不下去為止 ,跌
4125,2021-07-28,[心得] OK FINE J'ai compris 陽明沒救了,------------------------------------------------------------------------- 1.發文前請先詳閱[心得]分類發文規範，未依規範發文將受處份。 2.若提及股號股名，且屬未來性的預測或分析有推薦意圖，   請寫到 [標的] 分類，否則將以板規4-1砍文處份。 ----------------------------按ctrl+y可刪除以上內容。---------------------   各位 不要錯怪航運 覺得航運is over 航運就是爛 不是航運沒救 是陽明沒救  奉勸各位有賺趕快賣一賣轉長榮萬海啥的都好  哀  陽明真putain de bordel de merde  -- ,跌
4126,2021-07-28,"[新聞] 台股解析／台股十天跌掉1,140點 法人說這","原文標題：台股解析／台股十天跌掉1,140點 法人說這位置很關鍵  原文連結：https://reurl.cc/eEoVkb  發布時間：7/28 12:55  原文內容：  經濟日報 記者楊伶雯／即時報導  台股從18,034.19點的歷史高點下跌以來，統計到今（28）日盤中低點，短短十天跌掉1,1 40.49點，法人認為，在季線位置可望跌深反彈，如果收盤能站上季線，短線來看，可能 是本波的低點，但若3天內無法收復季線，整理期可能拉長，不過應該不至於再大跌。  台股今日以17,252.87點開低，在貨櫃三雄開高走低，跌勢加重，加上電子股也下挫，盤 中一度急挫至16,893.7點，跌破萬七關卡，且失守季線，大盤指數從萬八下跌以來，高低 點跌幅達6.32%。  另外，市場上則是傳出，有高雄的主力可能違約交割長榮（ 2603 ）、陽明（2609），金 額超過60億元，今日盤中殺電子換資金，進一步牽動丙種爆倉，引爆股市連鎖反應大殺重 挫。  面對台股重挫，貨櫃三雄股價持續探底，網友在PTT上討論熱烈，有網友以「海運股死、 大盤崩崩、大家一起死」發心得文，內文表示「不知道為什麼，看到海運股死，我已經沒 有感覺了，因為主流股死，大家都死，頂多把大家一起拖下水，反正鬼月要到了，繼續空 、繼續酸、海運over、大盤is over!!爽! 」。  網友則是回應「資金回流電子」、「救生衣大賣」、「空軍大勝利」、「主流…？台灣賺 錢的是電子吧…」、「關海運啥事 現在是全面崩R」、「海運崩對盤面是好的，資金會回 流好公司，只有被套的看不清」、「航運崩盤，台股一起崩」、「主力讓海運崩，也順便 讓萬八跌回萬六了，沒海運的台股萬7左右才正常」。  也有網友以「牛市 is over?」為題發文請益， 內文表示，「看看目前的市況跟國際股市 的走向，是不是已經可以宣告多頭行情已經結束了阿?」，網友則是回應，「only航運」 、「這波至少到1萬6，再忍忍吧」、「股市要回檔是確定的」、「4，開始空頭了」、「 至少殺到15」、「台股不跟著美股卻跟著港股和大陸走，我想有一套外資應該是中國的錢 跑回去救市」、「結束資金派對了，你看美股漲大家跌就知道了」。  國泰證期顧問處協理簡伯儀表示，美股周二收跌，及中國股市下跌，影響台股今日的表現 ，加上蘋果、聯發科（ 2454 ）的第3季展望透露出成長趨緩的跡象，拖累大盤今日大跌 ，不過，他認為，台股在季線位置可望出現跌深反彈，至於貨櫃股在短線跌深下，雖可能 在目前位置蘊釀反彈，但反彈宜減碼。  證券分析師張陳浩表示，台股盤中跌落季線之下，進一步引爆停損賣壓，盤中一度重挫跌 破萬七，不過，盤中貿下影線，如果收盤可以站上季線，短線可能是本波低點，但若今日 未收復季線，最好在3天內站回，否則整理期可能會拉長。  張陳浩認為，大盤來到這個位置，預估再大跌不易，在布局上，可以買壓回的強勢股，保 守的投資人可以買跌深股，蘋概股也可以布局，至於貨櫃股，即使反彈也應還是減碼。   心得/評論：  市場傳出高雄違約60E的消息是從同學會上看到的嗎？  星期五會申報今天的違約金額 到時候來看看是不是真實的  這數字很扯因為今年累積到昨天申報違約金額總計66.4E    -- ",跌
4127,2021-07-28,[心得] 航運 is over,------------------------------------------------------------------------- 1.發文前請先詳閱[心得]分類發文規範，未依規範發文將受處份。 2.若提及股號股名，且屬未來性的預測或分析有推薦意圖，   請寫到 [標的] 分類，否則將以板規4-1砍文處份。 ----------------------------按ctrl+y可刪除以上內容。---------------------  30多元開始玩陽明一路衝到60  結果被洗出去80重新上船  歐印了一半資金買長榮一路衝上150賣出  160發現航運根本天天困爸數錢，重新搭船  一路打到215獲利了結，總共獲利145w  最後，300買萬海跌個狗吃屎賠30多萬  洋腸今天吃損，總共賠75W  好了你爸要轉職當航酸了，通通給我死下去  http://i.imgur.com/wmVuhcM.jpg http://i.imgur.com/rAuZIJo.jpg    ,跌
4128,2021-07-28,[標的] 2603長榮 無敵破底翻多,1. 標的：     2603長榮  2. 分類： 無敵破底翻多  3. 分析/正文：長榮恭喜躲處置，明天陽明進去關，長榮買進不贏也難，底部到了，破底 翻多，明天宏遠準備再出一篇分析，看看目標價上調多少，衝衝衝  4. 進退場機制：長榮跌破116.5停損，破底翻多，加油衝衝衝 長榮我大哥！ https://i.imgur.com/5mBfmRy.jpg   -- ,跌
4129,2021-07-28,[創作] 韭菜KTV (男人KTV),韭菜KTV (男人KTV)  https://youtu.be/HIqI90eW3l4   綠燈才剛剛亮起 就有人哭紅了眼睛 投資長說全力all in 彈不起 折折你他媽的跌停  一堆韭菜收了盤不回去 幾千個人掛在PTT 等著盤後小兒賣超幾百億 唱著板上的創作讓我們共鳴  韭菜割 大單487 下一刻 有沒有鎖跌停 我跟你穩賠 在破了月線 張學韭唱出還有季線  韭菜割 大單487 下一刻 有沒有鎖跌停 你的虧爆 航酸笑你好韭菜 陳已殉那首歌 是唱的長榮期  韭菜歌 原來唱的都是已被高割離席    ===  盤中改完 結果收盤航運V起來了...！  -- ,跌
4130,2021-07-28,[創作] 不想要下船,https://youtu.be/niODJg-D7Hk 盧廣仲 - 不想去遠方  七月初的時候 我聽到大家說 他們買進陽明長榮 躺著賺錢好輕鬆 我信貸了一筆 準備融資 all in 如果可以我也想要買房買地  然後開盤就跌停 讓海運全部變成了一片綠 我壯膽著說沒關係 加碼再買凹到底  別叫我快下船 我不想要下船 只要再撐一下 他就會反彈 然後長榮陽明 就這樣每天跌十趴 暫時沒有 像要反彈的跡象  七月底的時候 我輸到想跳樓 凹單抄底到被斷頭 當沖也賠了好多 我還是不相信 財報好幾個億 如果可以我想學會停損紀律  看著每天上沖下洗 從綠翻紅結果尾盤又跌停 我壯膽著說沒關係 低點再買凹到底  別叫我快下船 我不想要下船 只要再撐一下 他就會反彈 然後長榮陽明 就這樣每天跌十趴 暫時沒有 像要反彈的跡象  別叫我快下船 我不想要下船 只要再撐一下 他就會反彈 然後長榮陽明 就這樣每天跌十趴 暫時沒有 像要反彈的跡象  ,跌
4131,2021-07-28,[心得] 全世界都知道陽明明天20分盤 利空出盡,全台灣有玩航運股的 套牢的 抄底的 應該沒人不知道明天20分盤吧!  上次長榮20分盤的慘狀 記憶猶新  然而萬海竟然敢在1點多賣壓最大的時候表態拉漲停鎖死  連帶拉動長榮 陽明  這些主力並不是白癡 我家鄰居阿嬤都知道明天關20分盤了  那你覺得明天還會跌嗎??  一切的一切先預告在前 明天航運開盤就是最低點  除非死港仔又來亂  但是只能視作反彈喔!  -- ,跌
4132,2021-07-28,[新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,原文標題：「少年海神」墊丙大買長榮 傳今遭斷頭  原文連結：https://reurl.cc/noMxVn  發布時間：2021/07/28 13:49  原文內容：  〔財經頻道／綜合報導〕航海王連日股價大跌果然出事了。今日盤中傳出，高雄有2名30 出頭歲的年輕人，今年來在航運股大有斬獲，自封「少年海神」，2人墊丙日前買進大量 長榮（2603），總值約60億元，因為股價最近大跌，無力追加保証金，今天遭到丙種斷頭 。  長榮本波高點是233元，今天盤中最低116.5元，跌幅是整整50%，尤其是最近10天，跌勢 又快又猛，很多投資人根本來不及反應，手中部位就蒙受巨額損失。  據股市傳聞指出，高雄「少年海神」墊丙買進市價約60億元的長榮，本周一、周二長榮連 跌2根停板，依約定就應追繳擔保品，但「少年海神」持股滿滿，無力再拿出保証金，來 確保手上部位，今天丙種為確保權益，開盤殺出手上長榮持股拿回本金，同時把「少年海 神」其它持有的電子股也賣出，以填補長榮所造成的虧損，長榮今天盤中最深跌7.9%，收 盤漲3.95%，今日成交量67萬張，是最近30天來最大量。       心得/評論：                             ※必需填寫滿20字  特地查了一下墊丙  真的很好奇怎麼會有這麼大的資金可以運用  少年海神 是板友嗎 XD    ,跌
4133,2021-07-28,[請益] 萬海這家公司的營運,看到萬海收漲停想必大家都很驚奇，我想不在大戶群組的人應該都很難料到這件事  看現在的股價，萬海已經快要陽明的兩倍了，我也從單純的認為會收斂變成敬畏籌碼集中  可能外資、大戶持有大量萬海是有他的原因，雖然還是很難相信萬海可以有兩倍陽明價  但人家說，市場永遠是對的，不要去質疑市場  總之，我是蠻好奇在疫情前，萬海作為海運是什麼原因可以公司體質比長陽好  去看疫情前的歷年現金股利，萬海都發的出來，長榮多半是0元  而陽明我看板友說疫情前多半都是虧損的公司  不知道有沒有長期關注海運的版友可以說明一下呢？  是因為上層管理比較好？還是主力的亞洲線比較賺？  謝謝     ps 大家怎麼看今天萬海漲停呢？  我看板友說陽明有可能近處置，處置後的量勢必減少，就會更多人去玩長榮萬海當沖  近期萬海都比其他兩個強一點，加上今天的鎖漲停，我想比較多人會去萬海衝浪  不知道這是否是主力想要帶動的想法，希望更多人來玩萬海？  還是主力又想得更遠呢？不知道大家會怎麼想？會願意明天進場去玩萬海嗎？  另外不知道大家怎麼調適虧損漸大的情況呢？感覺最近有種不知道該怎麼做的情況  雖然錢暫時可以不用，也沒有借錢或融資買股，但還是會有點鬱悶  現在有點蓋牌的心態，跑去看奧運羽球桌球比賽，只有收盤看看結果而已  不知道這種阿Q心態會不會害死自己，只能說學費真貴啊       -- ,跌
4134,2021-07-28,[情報] 0728上市投信買賣超排行,買超                                    賣超 排行    代號&名稱       超張數          排行    代號&名稱       超張數 1       2441超豐        2227            1       3481群創        -7943 2       1101台泥        1554            2       6116彩晶        -7370 3       2883開發金      1244            3       2603長榮        -5971 4       4915致伸        1200            4       2303聯電        -4639 5       2890永豐金      1152            5       3042晶技        -2986 6       2891中信金      1022            6       2337旺宏        -1008 7       2892第一金      921             7       2351順德        -803 8       2324仁寶        769             8       3189景碩        -781 9       2886兆豐金      698             9       2006東和鋼鐵    -778 10      2356英業達      632             10      2609陽明        -652 11      6525捷敏-KY     630             11      2103台橡        -584 12      1402遠東新      603             12      2454聯發科      -470 13      3231緯創        538             13      3037欣興        -437 14      2330台積電      532             14      6278台表科      -402 15      2882國泰金      519             15      6491晶碩        -401 16      2412中華電      442             16      5285界霖        -398 17      2393億光        430             17      2308台達電      -379 18      4904遠傳        409             18      6176瑞儀        -354 19      2884玉山金      380             19      2368金像電      -349 20      2881富邦金      366             20      2383台光電      -317 21      2301光寶科      335             21      3596智易        -278 22      2317鴻海        326             22      3026禾伸堂      -276 23      8016矽創        316             23      2034允強        -274 24      1216統一        307             24      3413京鼎        -265 25      2885元大金      298             25      1802台玻        -229 26      2887台新金      277             26      2344華邦電      -220 27      1102亞泥        271             27      4739康普        -174 28      8046南電        267             28      3034聯詠        -133 29      2002中鋼        265             29      3044健鼎        -129 30      2347聯強        258             30      3035智原        -116 31      2409友達        250             31      8464億豐        -108 32      5880合庫金      239             32      1736喬山        -100 33      2880華南金      239             33      2615萬海        -80 34      6271同欣電      226             34      3665貿聯-KY     -80 35      3045台灣大      207             35      4967十銓        -80 36      00632R台灣50反1 200             36      4968立積        -80 37      2354鴻準        186             37      3545敦泰        -75 38      2382廣達        175             38      1590亞德客-KY   -74 39      1909榮成        170             39      4961天鈺        -64 40      2888新光金      167             40      3530晶相光      -60 41      1303南亞        167             41      5388中磊        -57 42      3714富采        165             42      6669緯穎        -51 43      3504揚明光      150             43      1795美時        -49 44      5269祥碩        133             44      2428興勤        -45 45      2801彰銀        132             45      6672騰輝電子-KY -40 46      2408南亞科      131             46      3443創意        -34 47      3515華擎        126             47      9910豐泰        -31 48      4989榮科        109             48      6285啟碁        -29 49      1301台塑        99              49      3005神基        -27 50      3653健策        90              50      3023信邦        -27  來源:https://www.twse.com.tw/zh/page/trading/fund/TWT44U.html  -- ,跌
4135,2021-07-28,Re: [請益] 萬海這家公司的營運,"你把主力控盤解讀成萬海體質比較好 ?  去算算從 13: 10 分 , 210 拉到漲停 225.5 , 用不到幾百張  萬海獲利比 長榮 跟 陽明 爛  又都是小船  公布五月份EPS時 差點被笑死 , 差一點倍威剛超過   -- ",跌
4136,2021-07-28,[標的] 2603.TW 長榮  短多,"1. 標的：2603.TW 長榮  2. 分類：短多  3. 分析/正文：     I.籌碼面:       某投顧停損,融資大量斷頭     II. PTT法人面:        歌詞文爆量     III.技術面       五日乖離過大,雖然跌破季線但是季線上升測試有撐       可以參考喵喵在5.17的殺法       https://i.imgur.com/iDKb4yf.jpg       殺一段往上摸月線後,馬上又殺破季線       最後季線測試有撐就拉起來....        至於會不會回兩百?  喵喵都預告在前   4. 進退場機制：  上碰五日停利一半,  剩下上攻就等碰月線,  站不穩五日就不留倉,  122停損   ",跌
4137,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,欸….小金主丙種是這樣，1天收1%利息 ，六日也要收錢 這樣假如禮拜四賣 就要多付2%。 欸100萬的2%就是2萬  之前我去借過 ，業務會直接把你的存摺收走，而且是坐在銀行櫃檯的正後面，然後還要簽 本票。人生第一次簽本票就是借丙種，當初是下錯單。營業員送我一隻簽字筆，上面就有神 秘電話了  還有一種是連本錢都不用 直接空中交易的 一樣是每天1%。就是地下期貨的買空賣空啦。  然後，這個case應該是完蛋了 就是比你想像中的還要慘很多。差不多是丁蟹五蟹家族那種。而且會牽連很多無辜的人  投資還是拿自己的錢比較好啦。  -- ,跌
4138,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,丙種借款，俗稱墊丙，就你外頭看到有跑馬燈的當舖，有辦法借到60億？很好奇擔保品是槍嗎？還是名片上掛某堂口負責人的title？60億自己都能出來當主力了，幹嘛借給兩個30歲的屁孩，我是不信大錢有那麼好借。    ,跌
4139,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,原來是超過60億台幣的墊丙突然倒出來 難怪海運，金融，IC設計才過九點半就大殺特殺  堪比當年的Op版一天賠400萬的血淚發文  通常發生這種指標性事件 就是轉折點到了~  可惜了兩個被祭旗的年輕人 別上社會新聞，最近落海事故頻傳  -- ,跌
4140,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,這問題來了  一個餅種60E  就可以誘發程式單多殺多?  大盤直殺快三百點  這會不會太不健全了  還是說剛好大戶順勢砍下去  舒服賺起來?!   -- ,跌
4141,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭, 看了板上似乎許多人不知道丙種資金的相關資訊。 這一塊對一般正常的交易族是比較不會接觸到的一塊。 所以就稍微解釋一下，丙種會受市場青睞主因是成數比融資低， 利息雖然比融資高一些但是若是用於短期資金炒作能發揮較大槓桿成數， 所以一直以來都有他的市場在，對金主而言風險相對可控，尤其早期台股漲跌幅才7% 預收三成，可以吞四根以上的跌停板，獲利穩定也算豐厚，像早期黃X中就是靠此發跡的  看到板上許多言論，可以自己去稍微思考一下這種模式的地下金流， 就可以知道像是晚點看融資、看法人進出，這類推文的答案了。  當股價虧損接近預收的3成時，金主也會要求你補足差額， 當無法補足金主為自保就會賣出，就像新聞寫的那樣，畢竟60億一天震盪也是幾億在跳  至於原PO說的借過1%的利息，我想你可能是誤會了，這是屬於救急的借款利息。 也可能就是被營業員跟金主多賺了一筆。 因為真正的丙種代墊，在不特別協商利息的狀況下，這利息是低於你所說的十分之一。 在台灣現在丙種較不甚行的情況下，我認識的大都有做地下期貨， 雖然收入不像二十幾年前那麼好，但每天也是百家、餐賓輸個十幾二十萬沒感覺的那種。  -- ,跌
4142,2021-07-28,[新聞] 陽明、長榮被融資搞死 散戶斷頭潮快爆了,原文標題：陽明、長榮被融資搞死 散戶斷頭潮快爆了  原文連結：https://reurl.cc/R0oRR9  發布時間：2021年7月28日 週三 上午8:27  原文內容：  小編今天（28日）精選5件不可不知的國內外財經大事。「航海王」光環失色，受到外資調降目標價影響，貨櫃、散裝類股全面走跌，陽明、長榮又遭賣壓調節，27日跌停作收，終場還有逾萬張排隊掛賣，台驊投控、正德、四維航、萬海、台航等跌幅也在5％以上，促使原先已處在警戒水準的融資維持率進一步下降，融資戶陷入追繳保證金，或是就此平倉斷頭的兩難困境。  【1】航運跌不休 融資斷頭壓力大  航運族群27日再度下殺，陽明、長榮雙雙打落跌停，失守季線關卡，累計股價自高點以來跌幅皆超過四成，融資維持率更是來到130％附近的警戒水位，融資追繳、斷頭壓力湧現，目前貨櫃三雄融資張數共約50萬張，較6月底高峰約55萬張已「瘦身」近一成。  【2】航運落難誰接棒？投顧：下半年亮點在電動車  特斯拉第二季在交車量、汽車部門營收、毛利率及營益率、稅後淨利均創下歷史新高，挾著特斯拉的好財報，市場也將焦點關注在賓士、戴姆勒、福特、福斯等傳統車商推動電動車進度，市場資金追逐下，推升鋰電池Global X ETF頻創高點。台新投顧總經理李鎮宇表示，下半年市場投資亮點，將由電動車供應鏈引領風潮。  【3】聯發科上半年每股狂賺33.65元 Q3再創新高  聯發科上半年財報出爐，稅後淨利為531.59億元、年成長305.3％，上半年每股淨利達33.65元，單是上半年獲利就大賺超過三個股本。針對第三季展望，聯發科執行長蔡力行預期，第三季合併營收最高將有望季增5％，再度改寫歷史新高水準。  【4】跟台積電對幹 英特爾2奈米2024量產  半導體大廠英特爾27日召開Intel Accelerated技術說明會並發布全新技術藍圖，宣布將於2024年進入埃米（angstorm）時代，並推出Intel 20A（2奈米）製程，預期2023年後問世、2024年進入生產。  【5】運價飆撐不住 美玩具大廠孩之寶Q3喊漲  美國玩具大廠孩之寶（Hasbro）26日宣布，該公司計劃於今年第三季調漲旗下產品價格，藉此因應持續飆漲的原物料與運輸成本。孩之寶財務長托馬斯（Deborah Thomas）預估，今年海運成本約是去年4倍以上。  心得/評論：                             ※必需填寫滿20字  瑞斯叔叔斷頭台 嬰兒通通死去  玩具全面調漲 也是航運惹的禍 莫非是股市毒瘤?  ,跌
4143,2021-07-28,[標的] 2603 長榮短多 35法則,-----------------------------------------------  1. 標的：2603 長榮  2. 分類：短多炒底  3. 分析/正文： 上次233 35 法則 151進場 反彈2x趴 現在 上次反彈高點 189 35法則 121 進場賭反彈  4. 進退場機制： 出場今日低點20趴138-140 停損破底砍掉 附上小弟認真對帳單  https://i.imgur.com/0t46bDP.jpg   -- ,跌
4144,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,完蛋了 真的去了 海運不會回前高了 頂多漲回20% 這是典型外資放消息的手法  再股票確定反轉向下時 1.先超多利多卻不漲 2.開高但急殺 3.xxx被斷頭 讓散戶以為可進場  奉勸大家反彈快逃命 並開始放空 3.  -- ,跌
4145,2021-07-28,[情報] 0728上市外資買賣超排行,買超                                    賣超 排行    代號&名稱       超張數          排行    代號&名稱       超張數 1       3481群創        28287           1       2303聯電        -70123 2       2409友達        28008           2       2888新光金      -29843 3       2603長榮        19576           3       2344華邦電      -22098 4       2609陽明        14946           4       50元大台灣50    -21773 5       00637L滬深300正 9747            5       2834臺企銀      -16089 6       2401凌陽        9420            6       2337旺宏        -11773 7       2890永豐金      8529            7       2615萬海        -10786 8       2887台新金      8518            8       2330台積電      -10093 9       8110華東        6847            9       881國泰台灣5G+  -9776 10      2369菱生        5885            10      893智能電動車   -9284 11      6202盛群        4778            11      2618長榮航      -8105 12      3189景碩        4575            12      3545敦泰        -7997 13      2340光磊        4484            13      2454聯發科      -7588 14      2476鉅祥        3984            14      6116彩晶        -6430 15      3042晶技        3892            15      3034聯詠        -6352 16      00633L富邦上証正3843            16      891關鍵半導體   -6196 17      2368金像電      3584            17      2382廣達        -4733 18      1455集盛        3468            18      1802台玻        -4685 19      2342茂矽        3368            19      892台灣半導體   -4494 20      1907永豐餘      3334            20      2002中鋼        -4316 21      4915致伸        3252            21      2324仁寶        -4142 22      2358廷鑫        3164            22      2883開發金      -4100 23      3005神基        3109            23      882中國高股息   -4064 24      6191精成科      3044            24      2027大成鋼      -4033 25      2486一詮        3005            25      3231緯創        -3982 26      4919新唐        2891            26      2601益航        -3907 27      6271同欣電      2850            27      2317鴻海        -3675 28      4952凌通        2827            28      2009第一銅      -3424 29      3016嘉晶        2807            29      2885元大金      -3400 30      2329華泰        2718            30      6005群益證      -3118 31      9945潤泰新      2675            31      1710東聯        -2912 32      4958臻鼎-KY     2472            32      1216統一        -2897 33      1312國喬        2346            33      2323中環        -2752 34      1440南紡        2151            34      3037欣興        -2727 35      8021尖點        2145            35      3711日月光投控  -2600 36      5285界霖        2104            36      3059華晶科      -2554 37      2484希華        2065            37      2353宏碁        -2479 38      885富邦越南     1921            38      2892第一金      -2344 39      2383台光電      1890            39      2022聚亨        -2252 40      4564元翎        1846            40      2023燁輝        -2166 41      1795美時        1830            41      1513中興電      -2160 42      2542興富發      1746            42      3006晶豪科      -2117 43      6239力成        1743            43      6269台郡        -2100 44      6257矽格        1683            44      2605新興        -1927 45      8112至上        1600            45      2891中信金      -1876 46      6251定穎        1475            46      2357華碩        -1788 47      2412中華電      1475            47      2610華航        -1755 48      2455全新        1440            48      5608四維航      -1744 49      3605宏致        1423            49      2356英業達      -1702 50      2390云辰        1365            50      1717長興        -1668  來源:https://www.twse.com.tw/zh/page/trading/fund/TWT38U.html  -- ,跌
4146,2021-07-28,Re: [標的] 2603 長榮短多 35法則,   有人發現神秘數字嗎  長榮最高價格233   今天盤中最低116.5  116.5*2=233   剛好腰斬反彈     有人有猜到嗎          後面是不是有一個很大的幕後黑手    他或他們的財富  可以影響整個全球股市市場       太巧了  真的太巧了   等等補單 https://i.imgur.com/HEDTkso.jpg https://i.imgur.com/u9FS0BC.jpg -- ,跌
4147,2021-07-28,Re: [心得] 全世界都知道陽明明天20分盤 利空出盡,的確是很明顯送分題 尾盤 長榮萬海在拉 陽明一整個無力無力的 散戶怕被分盤 一直在賣 跟散戶反著做就對了 不然陽明收121.5很簡單 但根本沒差 陽明被處置 玩長榮萬海就好 明天肯定開高 然後有人會倒貨 你看到一陣溜滑梯 無量亂殺 就可以買了 豪簡單   -- ,跌
4148,2021-07-28,Re: [新聞] 「少年海神」墊丙大買長榮 傳今遭斷頭,今日的成交量67萬張。  總共金額也才80億。  而這兩個就佔掉了60億？  今天的盤都這2個人在玩？？  感覺吹牛吹的很大。  （帶風向放消息？）  ,跌
